"gbifID","license","species","basisOfRecord","decimalLongitude","decimalLatitude","coordinateUncertaintyInMeters","year","month","day","countryCode","stateProvince","county","locality","verbatimLocality","institutionCode","recordedBy","references"
919447013,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-112.8807799,47.501702,1164,1945,6,29,"US","Montana","Lewis and Clark","Sec. 9, T20N, R10W","North and Central America | United States | Montana | Lewis and Clark County | Sec. 9, T20N, R10W","MSU","Lloyd C. Hulbert","http://portal.vertnet.org/o/msu/mr?id=mr-2438"
919446041,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-112.8807799,47.501702,1164,1945,6,28,"US","Montana","Lewis and Clark","Sec. 9, T20N, R10W","North and Central America | United States | Montana | Lewis and Clark County | Sec. 9, T20N, R10W","MSU","Lloyd C. Hulbert","http://portal.vertnet.org/o/msu/mr?id=mr-2434"
919445037,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.3342358,52.2019961,6086,1956,7,29,"CA","Alberta","","Columbia Ice Field, Jasper National Park","North and Central America | Canada | Alberta Province | Columbia Ice Field, Jasper National Park","MSU","Ken Sandy","http://portal.vertnet.org/o/msu/mr?id=mr-2378"
919444769,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-112.8807799,47.501702,1164,1945,6,29,"US","Montana","Lewis and Clark","Sec. 9, T20N, R10W","North and Central America | United States | Montana | Lewis and Clark County | Sec. 9, T20N, R10W","MSU","Lloyd C. Hulbert","http://portal.vertnet.org/o/msu/mr?id=mr-2437"
919442886,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-117.3342358,52.2019961,6086,1956,7,29,"CA","Alberta","","Columbia Ice Field, Jasper National Park","North and Central America | Canada | Alberta Province | Columbia Ice Field, Jasper National Park","MSU","James Meehan","http://portal.vertnet.org/o/msu/mr?id=mr-2379"
919436011,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-112.9935852,47.622501,187,1958,7,17,"US","Montana","Lewis and Clark","Bear Lake","North and Central America | United States | Montana | Lewis and Clark County | Bear Lake","MSU","Albert Berish","http://portal.vertnet.org/o/msu/mr?id=mr-3910"
919435979,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-112.9935852,47.622501,187,1958,7,13,"US","Montana","Lewis and Clark","Bear Lake","North and Central America | United States | Montana | Lewis and Clark County | Bear Lake","MSU","John R. Paul","http://portal.vertnet.org/o/msu/mr?id=mr-3909"
919430790,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-113.393418,48.8318973,6463,1954,6,25,"US","Montana","Glacier","2 mi. SE Babb","North and Central America | United States | Montana | Glacier County | 2 mi. SE Babb","MSU","R. H. Manville","http://portal.vertnet.org/o/msu/mr?id=mr-2433"
919427812,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.2759464,52.6975509,2586,1956,7,22,"CA","Alberta","","Amethyst Lake, Jasper National Park","North and Central America | Canada | Alberta Province | Amethyst Lake, Jasper National Park","MSU","Dick Mackie","http://portal.vertnet.org/o/msu/mr?id=mr-2377"
919427537,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-112.9935852,47.622501,187,1958,7,12,"US","Montana","Lewis and Clark","Bear Lake","North and Central America | United States | Montana | Lewis and Clark County | Bear Lake","MSU","R. P. Northrup","http://portal.vertnet.org/o/msu/mr?id=mr-3908"
919424929,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-118.2759464,52.6975509,2586,1956,7,22,"CA","Alberta","","Amethyst Lake, Jasper National Park","North and Central America | Canada | Alberta Province | Amethyst Lake, Jasper National Park","MSU","Dr. George A. Petrides","http://portal.vertnet.org/o/msu/mr?id=mr-2376"
919423906,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-112.8807799,47.501702,1164,1945,6,28,"US","Montana","Lewis and Clark","Sec. 9, T20N, R10W","North and Central America | United States | Montana | Lewis and Clark County | Sec. 9, T20N, R10W","MSU","Lloyd C. Hulbert","http://portal.vertnet.org/o/msu/mr?id=mr-2435"
919416322,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",-112.8807799,47.501702,1164,1945,6,29,"US","Montana","Lewis and Clark","Sec. 9, T20N, R10W","North and Central America | United States | Montana | Lewis and Clark County | Sec. 9, T20N, R10W","MSU","Lloyd C. Hulbert","http://portal.vertnet.org/o/msu/mr?id=mr-2436"
897129119,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1987,6,22,"US","Washington","Pend Oreille County","7 MI W TIGER, LAKE LEON","7 MI W TIGER, LAKE LEON","WNMU","Collector(s): Bruce J. Hayward","http://arctos.database.museum/guid/WNMU:Mamm:5478"
897126133,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1973,6,6,"US","Idaho","Valley County","20 MI W YELLOW PINE","20 MI W YELLOW PINE","WNMU","Collector(s): Bruce J. Hayward","http://arctos.database.museum/guid/WNMU:Mamm:2768"
897126012,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1973,6,6,"US","Idaho","Valley County","20 mi W Yellow Pine","20 mi W Yellow Pine","WNMU","Collector(s): Bruce J. Hayward","http://arctos.database.museum/guid/WNMU:Mamm:2659"
891330743,"CC_BY_NC_4_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,NA,NA,NA,"","","","","","Royal Ontario Museum: ROM","",""
859553101,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1891,4,10,"US","Idaho","Latah","Moscow","North America; USA; Idaho; Latah Co.; ; ; ; ; ; ; North America; USA; Idaho; Latah Co.; ; ; ; ; ; ; Moscow","AMNH","C. McNamee",""
859553096,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1891,4,9,"US","Idaho","Latah","Moscow","North America; USA; Idaho; Latah Co.; ; ; ; ; ; ; North America; USA; Idaho; Latah Co.; ; ; ; ; ; ; Moscow","AMNH","C. McNamee",""
859553091,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1891,4,9,"US","Idaho","Latah","Moscow","North America; USA; Idaho; Latah Co.; ; ; ; ; ; ; North America; USA; Idaho; Latah Co.; ; ; ; ; ; ; Moscow","AMNH","C. McNamee",""
859553086,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1891,4,9,"US","Idaho","Latah","Moscow","North America; USA; Idaho; Latah Co.; ; ; ; ; ; ; North America; USA; Idaho; Latah Co.; ; ; ; ; ; ; Moscow","AMNH","C. McNamee",""
859553081,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1891,4,10,"US","Idaho","Latah","Moscow","North America; USA; Idaho; Latah Co.; ; ; ; ; ; ; North America; USA; Idaho; Latah Co.; ; ; ; ; ; ; Moscow","AMNH","C. McNamee",""
859547682,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1957,7,1,"US","Idaho","Idaho","40 miles west of Salmon, Stoddard Peak","North America; USA; Idaho; Idaho Co.; ; ; ; ; ; ; North America; USA; Idaho; Idaho Co.; ; ; ; ; ; ; 40 miles west of Salmon, Stoddard Peak","AMNH","P. L. Clifton",""
859547572,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1957,6,25,"US","Idaho","Idaho","40 miles west of Salmon, Stoddard Peak","North America; USA; Idaho; Idaho Co.; ; ; ; ; ; ; North America; USA; Idaho; Idaho Co.; ; ; ; ; ; ; 40 miles west of Salmon, Stoddard Peak","AMNH","P. L. Clifton",""
859547567,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1957,6,25,"US","Idaho","Idaho","40 miles west of Salmon, Stoddard Peak","North America; USA; Idaho; Idaho Co.; ; ; ; ; ; ; North America; USA; Idaho; Idaho Co.; ; ; ; ; ; ; 40 miles west of Salmon, Stoddard Peak","AMNH","P. L. Clifton",""
859538776,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1915,7,21,"CA","Alberta","Division No. 15","Poboktan Creek","North America; Canada; Alberta; Division No. 15; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 15; ; ; ; ; ; ; Poboktan Creek","AMNH","J. P. Chapin",""
859519754,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,7,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519750,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,7,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519746,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,7,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519741,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,8,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519736,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,8,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519732,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,8,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519727,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,8,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519722,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,8,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519717,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,8,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519712,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,8,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519708,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,8,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519703,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,8,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519698,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,9,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519694,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,9,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519688,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,9,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519684,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,9,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519679,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,9,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519675,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,14,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519669,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,14,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859519664,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,11,"CA","Alberta","Division No. 2","Maycroft","North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; North America; Canada; Alberta; Division No. 2; ; ; ; ; ; ; Maycroft","AMNH","T. D. Carter",""
859506846,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1894,8,7,"US","Montana","Deer Lodge","","North America; USA; Montana; Deer Lodge Co.; ; ; ; ; ; ;","AMNH","",""
859455542,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1908,7,1,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455538,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1906,7,15,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455148,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,NA,NA,NA,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455143,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,NA,NA,NA,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455138,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1908,5,4,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455133,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1908,5,4,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455129,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1908,5,5,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455125,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1908,5,4,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455121,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1908,7,5,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455116,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1908,7,5,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455111,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1908,7,1,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455107,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1908,6,25,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455101,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1906,8,4,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455096,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1906,8,14,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","H. E. Anthony",""
859455090,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1906,8,9,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","A. W. Anthony",""
859455084,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1906,6,4,"US","Oregon","Baker","Anthony","North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; North America; USA; Oregon; Baker Co.; ; ; ; ; ; ; Anthony","AMNH","A. W. Anthony",""
859416269,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,NA,NA,NA,"US","Idaho","Clearwater","Bitter Root Mountains","North America; USA; Idaho; Clearwater Co.; ; ; ; ; ; ; North America; USA; Idaho; Clearwater Co.; ; ; ; ; ; ; Bitter Root Mountains","AMNH","W. E. Carlin",""
859409107,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,8,5,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409106,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,8,10,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409104,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,8,10,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409103,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,8,3,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409101,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,8,3,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409100,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,8,6,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409099,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,8,3,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409095,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,19,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409094,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,23,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409090,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,19,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409089,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,23,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409085,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,27,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409084,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,19,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859409079,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1936,7,19,"CA","British Columbia","East Kootenay Regional District","Tornado Pass","North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; East Kootenay Regional District; ; ; ; ; ; ; Tornado Pass","AMNH","T. D. Carter",""
859386219,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,NA,NA,NA,"CA","Alberta","","","North America; Canada; Alberta; ; ; ; ; ; ; ;","AMNH","A. Ely",""
859350522,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1902,7,31,"CA","British Columbia","Kitimat-Stikine Regional District","Telegraph Creek","North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; Telegraph Creek","AMNH","M. P. Anderson",""
859350518,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1902,7,31,"CA","British Columbia","Kitimat-Stikine Regional District","Telegraph Creek","North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; Telegraph Creek","AMNH","M. P. Anderson",""
859350515,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1902,8,9,"CA","British Columbia","Kitimat-Stikine Regional District","Telegraph Creek","North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; Telegraph Creek","AMNH","M. P. Anderson",""
859350512,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1902,8,9,"CA","British Columbia","Kitimat-Stikine Regional District","Telegraph Creek","North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; Telegraph Creek","AMNH","M. P. Anderson",""
859350508,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1902,8,9,"CA","British Columbia","Kitimat-Stikine Regional District","Telegraph Creek","North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; Telegraph Creek","AMNH","M. P. Anderson",""
859350504,"CC0_1_0","Urocitellus columbianus","PRESERVED_SPECIMEN",NA,NA,NA,1902,8,9,"CA","British Columbia","Kitimat-Stikine Regional District","Telegraph Creek","North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; North America; Canada; British Columbia; Kitimat-Stikine Regional District; ; ; ; ; ; ; Telegraph Creek","AMNH","M. P. Anderson",""
